0.0035 0.0204498 0.00142028 5.66154e-05 6.18765e-06 4.2193e-05
0.0045 0.0262578 0.00183033 5.66154e-05 6.18765e-06 4.2193e-05
0.0055 0.03205 0.0022423 5.66154e-05 6.18765e-06 4.2193e-05
0.0065 0.0378265 0.00265622 5.66154e-05 6.18765e-06 4.2193e-05
0.0075 0.0435861 0.00307205 5.66154e-05 6.18765e-06 4.2193e-05
0.0085 0.0493306 0.00348988 5.66154e-05 6.18765e-06 4.2193e-05
0.0095 0.0550589 0.0039097 5.66154e-05 6.18765e-06 4.2193e-05
0.0105 0.0607709 0.00433152 5.66154e-05 6.18765e-06 4.2193e-05
0.0115 0.0664665 0.00475535 5.66154e-05 6.18765e-06 4.2193e-05
0.0125 0.0721456 0.00518122 5.66154e-05 6.18765e-06 4.2193e-05
0.0135 0.077808 0.00560913 5.66154e-05 6.18765e-06 4.2193e-05
0.0145 0.0834535 0.0060391 5.66154e-05 6.18765e-06 4.2193e-05
0.0155 0.0890822 0.00647115 5.66154e-05 6.18765e-06 4.2193e-05
0.0165 0.0946937 0.0069053 5.66154e-05 6.18765e-06 4.2193e-05
0.0175 0.100288 0.00734156 5.66154e-05 6.18765e-06 4.2193e-05
0.0185 0.105865 0.00777995 5.66154e-05 6.18765e-06 4.2193e-05
0.0195 0.111425 0.00822048 5.66154e-05 6.18765e-06 4.2193e-05
0.0205 0.116967 0.00866317 5.66154e-05 6.18765e-06 4.2193e-05
0.0215 0.122491 0.00910804 5.66154e-05 6.18765e-06 4.2193e-05
0.0225 0.127997 0.0095551 5.66154e-05 6.18765e-06 4.2193e-05
0.0235 0.133485 0.0100044 5.66154e-05 6.18765e-06 4.2193e-05
0.0245 0.138955 0.0104559 5.66154e-05 6.18765e-06 4.2193e-05
0.0255 0.144407 0.0109096 5.66154e-05 6.18765e-06 4.2193e-05
0.0265 0.149841 0.0113656 5.66154e-05 6.18765e-06 4.2193e-05
0.0275 0.155256 0.0118239 5.66154e-05 6.18765e-06 4.2193e-05
0.0285 0.160652 0.0122845 5.66154e-05 6.18765e-06 4.2193e-05
0.0295 0.166029 0.0127473 5.66154e-05 6.18765e-06 4.2193e-05
0.0305 0.171388 0.0132125 5.66154e-05 6.18765e-06 4.2193e-05
0.0315 0.176727 0.0136801 5.66154e-05 6.18765e-06 4.2193e-05
0.0325 0.182047 0.01415 5.66154e-05 6.18765e-06 4.2193e-05
0.0335 0.187348 0.0146223 5.66154e-05 6.18765e-06 4.2193e-05
0.0345 0.192629 0.015097 5.66154e-05 6.18765e-06 4.2193e-05
0.0355 0.19789 0.0155741 5.66154e-05 6.18765e-06 4.2193e-05
0.0365 0.203132 0.0160536 5.66154e-05 6.18765e-06 4.2193e-05
0.0375 0.208354 0.0165356 5.66154e-05 6.18765e-06 4.2193e-05
0.0385 0.213555 0.0170201 5.66154e-05 6.18765e-06 4.2193e-05
0.0395 0.218737 0.017507 5.66154e-05 6.18765e-06 4.2193e-05
0.0405 0.223898 0.0179964 5.66154e-05 6.18765e-06 4.2193e-05
0.0415 0.229039 0.0184883 5.66154e-05 6.18765e-06 4.2193e-05
0.0425 0.234158 0.0189828 5.66154e-05 6.18765e-06 4.2193e-05
0.0435 0.239258 0.0194798 5.66154e-05 6.18765e-06 4.2193e-05
0.0445 0.244336 0.0199794 5.66154e-05 6.18765e-06 4.2193e-05
0.0455 0.249393 0.0204815 5.66154e-05 6.18765e-06 4.2193e-05
0.0465 0.254429 0.0209863 5.66154e-05 6.18765e-06 4.2193e-05
0.0475 0.259444 0.0214937 5.66154e-05 6.18765e-06 4.2193e-05
0.0485 0.264438 0.0220037 5.66154e-05 6.18765e-06 4.2193e-05
0.0495 0.269409 0.0225163 5.66154e-05 6.18765e-06 4.2193e-05
0.0505 0.274359 0.0230316 5.66154e-05 6.18765e-06 4.2193e-05
0.0515 0.279288 0.0235496 5.66154e-05 6.18765e-06 4.2193e-05
0.0525 0.284194 0.0240703 5.66154e-05 6.18765e-06 4.2193e-05
0.0535 0.289078 0.0245937 5.66154e-05 6.18765e-06 4.2193e-05
0.0545 0.29394 0.0251198 5.66154e-05 6.18765e-06 4.2193e-05
0.0555 0.29878 0.0256487 5.66154e-05 6.18765e-06 4.2193e-05
0.0565 0.303597 0.0261803 5.66154e-05 6.18765e-06 4.2193e-05
0.0575 0.308391 0.0267147 5.66154e-05 6.18765e-06 4.2193e-05
0.0585 0.313163 0.0272519 5.66154e-05 6.18765e-06 4.2193e-05
0.0595 0.317912 0.0277919 5.66154e-05 6.18765e-06 4.2193e-05
0.0605 0.322638 0.0283347 5.66154e-05 6.18765e-06 4.2193e-05
0.0615 0.327341 0.0288804 5.66154e-05 6.18765e-06 4.2193e-05
0.0625 0.33202 0.0294289 5.66154e-05 6.18765e-06 4.2193e-05
0.0635 0.336676 0.0299803 5.66154e-05 6.18765e-06 4.2193e-05
0.0645 0.341309 0.0305345 5.66154e-05 6.18765e-06 4.2193e-05
0.0655 0.345918 0.0310916 5.66154e-05 6.18765e-06 4.2193e-05
0.0665 0.350504 0.0316517 5.66154e-05 6.18765e-06 4.2193e-05
0.0675 0.355066 0.0322146 5.66154e-05 6.18765e-06 4.2193e-05
0.0685 0.359604 0.0327805 5.66154e-05 6.18765e-06 4.2193e-05
0.0695 0.364118 0.0333494 5.66154e-05 6.18765e-06 4.2193e-05
0.0705 0.368607 0.0339212 5.66154e-05 6.18765e-06 4.2193e-05
0.0715 0.373073 0.0344959 5.66154e-05 6.18765e-06 4.2193e-05
0.0725 0.377514 0.0350737 5.66154e-05 6.18765e-06 4.2193e-05
0.0735 0.381931 0.0356544 5.66154e-05 6.18765e-06 4.2193e-05
0.0745 0.386324 0.0362381 5.66154e-05 6.18765e-06 4.2193e-05
0.0755 0.390691 0.0368249 5.66154e-05 6.18765e-06 4.2193e-05
0.0765 0.395035 0.0374147 5.66154e-05 6.18765e-06 4.2193e-05
0.0775 0.399353 0.0380075 5.66154e-05 6.18765e-06 4.2193e-05
0.0785 0.403647 0.0386034 5.66154e-05 6.18765e-06 4.2193e-05
0.0795 0.407915 0.0392023 5.66154e-05 6.18765e-06 4.2193e-05
0.0805 0.412159 0.0398043 5.66154e-05 6.18765e-06 4.2193e-05
