0.0035 0.020713 0.00142922 5.70155e-05 6.12259e-06 4.2555e-05
0.0045 0.0265002 0.00183866 5.70155e-05 6.15281e-06 4.25373e-05
0.0055 0.0322308 0.00224859 5.69728e-05 6.1784e-06 4.24877e-05
0.0065 0.0379057 0.002659 5.67489e-05 6.18419e-06 4.23031e-05
0.0075 0.0435257 0.0030699 5.65268e-05 6.18995e-06 4.21199e-05
0.0085 0.0490915 0.0034813 5.63064e-05 6.19565e-06 4.19382e-05
0.0095 0.054604 0.00389318 5.60877e-05 6.20132e-06 4.17578e-05
0.0105 0.0600639 0.00430555 5.58708e-05 6.20694e-06 4.15789e-05
0.0115 0.0654719 0.00471842 5.56555e-05 6.21252e-06 4.14013e-05
0.0125 0.0708288 0.00513178 5.54418e-05 6.21805e-06 4.12252e-05
0.0135 0.0761354 0.00554563 5.52298e-05 6.22354e-06 4.10503e-05
0.0145 0.0813922 0.00595998 5.50194e-05 6.22899e-06 4.08768e-05
0.0155 0.0866001 0.00637482 5.48106e-05 6.2344e-06 4.07046e-05
0.0165 0.0917597 0.00679016 5.46034e-05 6.23977e-06 4.05337e-05
0.0175 0.0968716 0.00720599 5.43977e-05 6.24509e-06 4.03641e-05
0.0185 0.101937 0.00762233 5.41936e-05 6.25038e-06 4.01958e-05
0.0195 0.106955 0.00803916 5.3991e-05 6.25563e-06 4.00287e-05
0.0205 0.111928 0.0084565 5.37899e-05 6.26084e-06 3.98629e-05
0.0215 0.116856 0.00887433 5.35903e-05 6.26601e-06 3.96983e-05
0.0225 0.121739 0.00929267 5.33922e-05 6.27114e-06 3.95349e-05
0.0235 0.126579 0.00971151 5.31955e-05 6.27623e-06 3.93727e-05
0.0245 0.131375 0.0101308 5.30003e-05 6.28129e-06 3.92117e-05
0.0255 0.136128 0.0105507 5.28065e-05 6.28631e-06 3.90519e-05
0.0265 0.14084 0.010971 5.26141e-05 6.29129e-06 3.88933e-05
0.0275 0.14551 0.0113919 5.24232e-05 6.29624e-06 3.87358e-05
0.0285 0.150138 0.0118133 5.22336e-05 6.30115e-06 3.85794e-05
0.0295 0.154727 0.0122351 5.20453e-05 6.30602e-06 3.84242e-05
0.0305 0.159275 0.0126575 5.18584e-05 6.31086e-06 3.82701e-05
0.0315 0.163784 0.0130804 5.16729e-05 6.31567e-06 3.81171e-05
0.0325 0.168254 0.0135038 5.14887e-05 6.32044e-06 3.79652e-05
0.0335 0.172685 0.0139277 5.13058e-05 6.32518e-06 3.78143e-05
0.0345 0.177079 0.0143522 5.11242e-05 6.32988e-06 3.76646e-05
0.0355 0.181435 0.0147771 5.09438e-05 6.33455e-06 3.75158e-05
0.0365 0.185754 0.0152026 5.07648e-05 6.33919e-06 3.73682e-05
0.0375 0.190037 0.0156286 5.05869e-05 6.3438e-06 3.72215e-05
0.0385 0.194283 0.016055 5.04104e-05 6.34837e-06 3.70759e-05
